Table S9. Functional annotation and RPKM values for all libraries.,,,,,,,,,
Locus,Functional Annotation,Hypoxia,At Infection,YEB+Pilch,Mefenoxam T,Mefenoxam C,Temp 0C,Temp 35C,Temp Room
PYU1_G014280,Similar to nat8l: N-acetyltransferase 8-like protein (Xenopus tropicalis),26.137665,5.394918,16.312444,81.689192,28.919815,13.060056,9.70998,9.596093
PYU1_G014281,Similar to Glutaredoxin (Solanum lycopersicum),80.53417,270.742563,167.551116,173.144048,187.765332,150.854738,123.444002,215.56756
PYU1_G014282,Similar to ML0129: Trans-acting enoyl reductase (Mycobacterium leprae),2.921734,0.649773,1.578815,0.591806,1.964393,1.293014,2.397589,1.897195
PYU1_G014283,Similar to nat8l: N-acetyltransferase 8-like protein (Danio rerio),0.410557,0.666954,0,0.607455,1.613069,0.165901,0,0
PYU1_G014284,Similar to ANKRD44: Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B (Gallus gallus),0.591384,1.284949,0.09349,0,0.371765,0.095588,0,0
PYU1_G014285,Similar to elmoC: ELMO domain-containing protein C (Dictyostelium discoideum),0.110616,2.15637,0.087435,0,0,0.446986,0.574062,0
PYU1_G014286,Similar to MUL_2000: Trans-acting enoyl reductase (Mycobacterium ulcerans (strain Agy99)),12.288217,20.808968,6.202037,15.355318,7.12483,6.552328,13.297298,6.411319
PYU1_G014287,Similar to ABCC1: Multidrug resistance-associated protein 1 (Gallus gallus),1.345987,1.434721,0.832336,0.603106,0.693992,1.524279,0.964091,0.625922
PYU1_G014288,Protein of unknown function,0.085739,0,0.135542,1.522297,1.010597,0.485042,0,0.208108
PYU1_G014289,Protein of unknown function,0.702526,2.227041,0,0.461977,1.751197,2.990212,0,0.126311
PYU1_G014290,Protein of unknown function,0.750183,1.624907,0.20754,0.739974,2.043567,5.109153,0,0.252899
PYU1_G014291,Protein of unknown function,144.242916,195.421962,154.1042,338.545365,389.857485,250.328927,28.722819,195.237882
PYU1_G014292,Protein of unknown function,4.458723,54.999513,7.611644,9.604884,18.22488,26.053015,2.366827,6.120439
PYU1_G014293,Similar to DDB_G0271670: Uncharacterized protein DDB_G0271670 (Dictyostelium discoideum),11.616021,8.890216,22.530424,19.655531,12.723705,15.958413,14.62253,31.574256
PYU1_G014294,Similar to COQ4: Ubiquinone biosynthesis protein COQ4 homolog (Homo sapiens),122.892838,49.427404,126.77597,97.643678,105.794597,83.057502,133.829175,167.891424
PYU1_G014295,Similar to fam172a: UPF0528 protein FAM172A (Danio rerio),20.895565,27.884185,17.685922,20.807986,20.346906,18.12471,17.206545,22.86572
PYU1_G014296,Similar to Chn1: N-chimaerin (Rattus norvegicus),6.138585,63.726235,12.536695,21.771323,19.019041,7.531977,7.10695,5.573346
PYU1_G014297,candidate glycosyltransferase,10.263728,15.096702,14.249399,17.298888,15.443711,24.601678,9.215148,15.383102
PYU1_G014298,Protein of unknown function,40.136928,138.407914,54.793661,49.22693,58.09638,68.178209,36.286404,75.987129
PYU1_G014299,Protein of unknown function,60.619844,42.005822,111.410141,53.067265,51.890557,36.623147,76.41213,100.719586
PYU1_G014300,Similar to AGD14: Probable ADP-ribosylation factor GTPase-activating protein AGD14 (Arabidopsis thaliana),37.148352,99.493391,47.450252,49.834969,65.880337,52.896173,32.377896,58.631674
PYU1_G014301,Similar to Snap91: Clathrin coat assembly protein AP180 (Mus musculus),14.828615,43.057271,18.141757,11.847609,19.917242,16.674457,20.474148,26.934576
PYU1_G014302,Similar to 71: Glycoprotein X (Equine herpesvirus 1 (strain Ab4p)),6.429831,8.356258,7.008807,13.237823,8.48521,4.99064,8.538891,6.619218
PYU1_G014303,Protein of unknown function,58.519057,81.041728,63.81483,81.902284,92.815323,27.253728,42.706773,46.337381
PYU1_G014304,Similar to TNXB: Tenascin-X (Homo sapiens),0,0.405633,0,0,0,0,0,0
PYU1_G014305,Similar to SRP40: Suppressor protein SRP40 (Saccharomyces cerevisiae),0,0,0,0,0,0,0,0
PYU1_G014306,Similar to 4CL2: 4-coumarate--CoA ligase 2 (Arabidopsis thaliana),0.158141,0.497745,0,0,0.248532,0.063902,0.144735,0
PYU1_G014307,Similar to Four-domain proteases inhibitor (Melithaea caledonica),0,0,0,0,0,0.224073,0,0
PYU1_G014308,Protein of unknown function,146.808177,117.340377,303.402314,299.680356,246.157182,197.004839,219.003135,294.055778
PYU1_G014309,Similar to ATL3L: RING-H2 finger protein ATL3L (Arabidopsis thaliana),286.56469,164.167239,285.445559,202.668997,204.200177,136.051606,277.401808,301.61279
PYU1_G014310,Similar to pitrm1: Presequence protease%2C mitochondrial (Danio rerio),16.329065,18.152642,28.301078,17.642357,19.443098,14.7068,10.573405,19.943971
PYU1_G014311,Protein of unknown function,36.02639,176.72582,160.914622,220.243331,354.0403,90.731323,84.817597,266.179962
PYU1_G014312,Similar to MYH10: Myosin-10 (Bos taurus),24.628861,46.688532,54.649189,50.449293,75.298391,72.641489,20.329541,59.216437
PYU1_G014313,Similar to Os10g0544900: Probable protein phosphatase 2C 72 (Oryza sativa subsp. japonica),533.392774,89.330078,792.297567,285.041314,324.212661,251.529552,605.269148,1628.190044
PYU1_G014314,Similar to Herc4: Probable E3 ubiquitin-protein ligase HERC4 (Rattus norvegicus),6.758531,4.200329,4.478735,8.563765,5.815651,3.230906,3.304415,3.673385
PYU1_G014315,Similar to PI4K2B: Phosphatidylinositol 4-kinase type 2-beta (Homo sapiens),26.607262,9.548987,22.945927,16.962011,18.446063,22.603305,15.40118,11.31175
PYU1_G014316,Similar to Bbs9: Protein PTHB1 (Mus musculus),2.574986,0.251936,3.395342,1.108339,1.92224,0.961059,1.507728,0.265155
PYU1_G014317,Protein of unknown function,0.374543,0,0.540294,0,1.331772,0.302696,0.301357,0
PYU1_G014318,Protein of unknown function,0.123049,0,0.097262,0.364123,0.966912,0,0.19801,0
PYU1_G014319,Similar to YGR130C: Uncharacterized protein YGR130C (Saccharomyces cerevisiae),0,0,0.107484,0,0,0,1.250009,0
PYU1_G014320,Protein of unknown function,0,0,0,0,0,0,0.052935,0
PYU1_G014321,Similar to Sv2a: Synaptic vesicle glycoprotein 2A (Mus musculus),14.867662,48.483133,20.493826,23.26505,23.623897,17.095269,16.979418,28.351958
PYU1_G014322,Protein of unknown function,0.207272,0,0.163834,0,0.325746,0.288957,0.16677,0
PYU1_G014323,Similar to SIRT6: Mono-ADP-ribosyltransferase sirtuin-6 (Homo sapiens),13.704709,58.096401,18.397802,14.946355,22.672491,14.773147,18.969578,15.498861
PYU1_G014324,Similar to acsA: Acetyl-coenzyme A synthetase (Halorhodospira halophila (strain DSM 244 / SL1)),47.734115,140.268585,65.582377,32.364648,55.541455,78.19112,62.078605,89.923202
PYU1_G014325,Protein of unknown function,9.522458,251.868105,19.853415,6.024094,8.937988,4.963961,10.644331,10.302429
PYU1_G014326,Similar to DSPP: Dentin sialophosphoprotein (Homo sapiens),1.703565,0.848558,0.978715,2.610153,2.11759,1.324965,1.935199,1.205906
PYU1_G014327,Similar to C12orf73: Uncharacterized protein C12orf73 (Homo sapiens),76.055712,37.599537,104.170313,123.070373,83.750534,110.838125,104.550663,150.856123
PYU1_G014328,Protein of unknown function,30.682853,13.741771,41.204309,51.918487,29.959254,33.748388,33.198084,47.083096
PYU1_G014329,Similar to IVL: Involucrin (Sus scrofa),157.011071,103.112537,81.167562,183.955649,149.549173,84.283163,91.824995,64.755057
PYU1_G014330,Protein of unknown function,31.962902,7.707025,17.613055,27.469892,17.721038,10.450745,39.890991,12.75064
PYU1_G014331,Protein of unknown function,22.100222,6.994611,12.96818,13.457935,13.463025,5.212343,31.128552,10.029934
PYU1_G014332,Protein of unknown function,20.242899,8.499277,6.783282,6.026593,11.963877,6.515524,25.076686,10.170596
PYU1_G014333,Protein of unknown function,10.818181,4.401897,8.035068,1.943856,14.014342,2.654408,14.680036,4.530832
PYU1_G014334,Similar to gnptab: N-acetylglucosamine-1-phosphotransferase subunits alpha/beta (Danio rerio),35.55862,10.325362,20.070273,34.53744,24.727573,12.846427,46.74332,16.511775
PYU1_G014335,Similar to heatr1: HEAT repeat-containing protein 1 homolog (Dictyostelium discoideum),20.999392,18.000685,16.550753,7.761414,14.213101,4.28158,5.448345,7.920628
PYU1_G014336,Similar to HMGCL: Hydroxymethylglutaryl-CoA lyase%2C mitochondrial (Homo sapiens),18.491977,52.149925,44.837713,45.096026,44.19467,39.939668,27.210959,43.014771
PYU1_G014337,Similar to chmp6-B: Charged multivesicular body protein 6-B (Xenopus laevis),40.393735,69.745743,77.039781,153.014329,54.387801,79.337802,27.465733,30.064399
PYU1_G014338,Similar to MAM3: Protein MAM3 (Saccharomyces cerevisiae),87.607481,132.505266,136.072487,131.057689,146.026423,200.135573,43.009337,94.790512
PYU1_G014339,Similar to y4yB: Uncharacterized protein y4yB (Rhizobium sp. (strain NGR234)),205.868317,54.701026,279.667706,274.535194,235.679648,92.598145,314.27158,414.440781
PYU1_G014340,Similar to HM13: Minor histocompatibility antigen H13 (Homo sapiens),74.649857,93.456718,98.4447,158.183875,89.780385,194.272423,61.767116,58.755876
PYU1_G014341,Similar to pikD: Phosphatidylinositol 4-kinase (Dictyostelium discoideum),17.88095,8.177154,19.827681,40.954451,29.55991,32.531953,17.15522,10.575663
PYU1_G014342,Protein of unknown function,5.923038,16.970728,4.764084,16.102001,14.014027,4.629029,10.704428,3.738966
PYU1_G014343,Similar to PRB1: Basic salivary proline-rich protein 1 (Homo sapiens),7.366234,12.537165,6.67704,12.219273,11.713478,4.530355,6.059322,4.301274
PYU1_G014344,Protein of unknown function,6.987014,13.171811,7.375374,13.371772,10.789111,4.318925,5.205344,4.740409
PYU1_G014345,Similar to ywrD: Putative gamma-glutamyltransferase ywrD (Bacillus subtilis),8.228649,16.725939,9.762926,7.780658,18.501697,13.747165,7.853168,19.149116
PYU1_G014346,Similar to TPRXL: Putative protein TPRXL (Homo sapiens),5.552673,6.431343,2.447081,5.017177,5.689347,3.243628,2.737778,4.14668
PYU1_G014346,Similar to TPRXL: Putative protein TPRXL (Homo sapiens),5.552673,6.431343,2.447081,5.017177,5.689347,3.243628,2.737778,4.14668
PYU1_G014347,Similar to At5g45920: GDSL esterase/lipase At5g45920 (Arabidopsis thaliana),27.214493,30.452579,12.032867,20.989676,31.216898,13.986022,11.564921,21.376179
PYU1_G014348,Similar to TXN: Thioredoxin (Homo sapiens),1777.610777,128.61098,507.537307,224.155377,180.558562,521.076273,677.901334,241.029874
PYU1_G014349,Similar to Retinal-binding protein (Todarodes pacificus),20.594881,8.860822,10.784644,10.276395,11.111895,15.053369,11.485945,11.419632
PYU1_G014350,Similar to Lyar: Cell growth-regulating nucleolar protein (Mus musculus),17.011213,4.659936,8.879885,10.824984,9.632015,11.718913,8.479311,3.748946
PYU1_G014351,Similar to MYO7A: Myosin-VIIa (Homo sapiens),5.297755,9.417424,4.228804,5.215356,6.331607,6.432853,3.865111,1.550445
PYU1_G014352,Protein of unknown function,1.018727,0.989361,2.058603,1.572829,1.280817,0.425972,0.883814,0.430032
PYU1_G014353,Protein of unknown function,10.201021,11.843141,7.43382,4.585305,5.550258,4.593437,17.847485,8.577282
PYU1_G014354,Similar to KIFC3: Kinesin-like protein KIFC3 (Homo sapiens),0.245587,0.192012,0.19931,0.373083,0.198141,0.39483,0.384631,0
PYU1_G014355,Similar to GARP: Glutamic acid-rich protein (Plasmodium falciparum (isolate FC27 / Papua New Guinea)),546.325696,537.254452,401.282727,1438.415036,944.238919,495.473971,659.138126,304.135393
PYU1_G014356,Similar to Protein P54 (Enterococcus faecium),1.481706,1.184619,0.848653,5.261549,2.145757,0.200624,6.284217,0.647736
PYU1_G014357,Protein of unknown function,0,0,0,0,0,0,0.148081,0.148905
PYU1_G014358,Similar to RAD23-1: Putative DNA repair protein RAD23-1 (Arabidopsis thaliana),6.086401,9.986094,8.258223,15.350451,9.305669,3.876181,9.856781,7.717793
PYU1_G014359,Similar to SPAC24H6.11c: Uncharacterized protein C24H6.11c (Schizosaccharomyces pombe),7.651864,17.871647,5.385823,5.404283,4.793119,2.517625,6.305182,4.968426
PYU1_G014360,Similar to Ipo9: Importin-9 (Mus musculus),14.370661,64.952479,20.670127,23.208382,30.004323,16.409695,34.190614,23.441282
PYU1_G014361,Protein of unknown function,0.344697,0.966389,0.731247,0.454073,1.411973,0.355857,0.747931,0.748495
PYU1_G014362,Protein of unknown function,93.476807,66.030539,164.704704,154.0688,159.497021,120.387358,78.242875,74.759565
PYU1_G014363,Similar to DDB_G0271670: Uncharacterized protein DDB_G0271670 (Dictyostelium discoideum),2.185601,5.791829,0.479248,2.008975,2.237907,0.986909,0.9104,0.392096
PYU1_G014364,Protein of unknown function,3.460529,42.418009,2.116227,7.627264,6.519421,3.243827,0.949643,1.951986
PYU1_G014365,Similar to DCTN5: Dynactin subunit 5 (Pongo abelii),17.604293,40.065653,21.86938,31.010249,23.576475,18.102421,13.557185,21.572637
PYU1_G014366,Similar to UPF0490 protein C1orf201 homolog (Mus musculus),1.452044,1.466318,1.721616,2.787146,1.942799,0.976861,1.389345,0.142883
PYU1_G014367,Similar to Magnesium-dependent ADP-ribose/CDP-alcohol diphosphatase (Rattus norvegicus),6.47982,14.976151,9.009041,11.708739,9.814649,5.879397,2.818397,2.968316
PYU1_G014368,Protein of unknown function,947.374631,691.441904,1257.757456,2028.993165,1868.291255,1252.525908,1030.355743,849.177434
PYU1_G014369,Similar to fadH: 2%2C4-dienoyl-CoA reductase [NADPH] (Escherichia coli (strain K12)),10.577824,27.03343,5.133194,20.087776,5.454556,21.609954,8.932715,4.449507
PYU1_G014370,Similar to Ubr7: Putative E3 ubiquitin-protein ligase UBR7 (Mus musculus),6.654187,5.717576,8.763256,19.541865,16.543018,3.817511,11.673898,8.625243
PYU1_G014371,Similar to yqkD: Uncharacterized protein yqkD (Bacillus subtilis),16.269282,54.452148,18.40546,21.259228,22.230039,20.820745,22.903813,23.384787
PYU1_G014372,Protein of unknown function,0,0,0.042822,0,0.126135,0.421612,0.154984,0
PYU1_G014373,Similar to glpT: Glycerol-3-phosphate transporter (Bacillus subtilis),27.725678,44.090786,34.445106,22.927671,24.695782,19.541215,26.779311,47.872645
PYU1_G014374,Similar to SRP40: Suppressor protein SRP40 (Saccharomyces cerevisiae),18.407134,36.271187,18.484088,31.497407,36.887044,17.231058,11.318653,12.730589
PYU1_G014375,Similar to COG4: Conserved oligomeric Golgi complex subunit 4 (Arabidopsis thaliana),6.111813,8.273383,7.732063,5.459019,6.846655,5.358317,5.89663,12.375559
PYU1_G014376,Similar to CMPK1: UMP-CMP kinase (Gallus gallus),106.14025,74.579015,200.39125,198.11384,150.417056,139.908248,97.709655,158.282462
PYU1_G014377,Similar to Os07g0549700: Probable V-type proton ATPase subunit H (Oryza sativa subsp. japonica),30.528801,40.133175,43.686544,55.176724,50.284548,46.658911,35.462402,50.2547
PYU1_G014378,Similar to PEX11G: Peroxisomal membrane protein 11C (Homo sapiens),11.146376,14.50354,10.577707,13.379813,7.044521,11.225394,30.151155,11.536377
PYU1_G014379,Protein of unknown function,10.90799,4.61699,7.091694,14.672467,28.67004,3.299761,5.041555,6.749412
PYU1_G014380,Similar to UPF0420 protein C16orf58 homolog (Mus musculus),8.746532,11.203026,12.263276,11.196872,12.088425,6.350851,8.510114,10.033404
PYU1_G014381,Similar to API3: Probable prefoldin subunit 4 (Arabidopsis thaliana),39.719361,37.923423,70.353946,110.843327,77.440152,45.76035,31.398086,43.518708
PYU1_G014382,Similar to UBC1: Ubiquitin-conjugating enzyme E2-16 kDa (Colletotrichum gloeosporioides),0.432416,0.53521,0.82031,0.740945,0.528131,34.539256,1.911246,0.631743
PYU1_G014383,Similar to CPO: Carboxypeptidase O (Homo sapiens),264.930126,139.097118,299.608629,137.864273,222.181104,1296.403509,136.714864,268.952633
PYU1_G014384,Similar to OPR2: 12-oxophytodienoate reductase-like protein (Solanum lycopersicum),64.693854,2.802555,2.386355,10.210152,14.234111,4.531262,9.022452,1.744744
PYU1_G014385,Similar to HI0131: Uncharacterized protein HI0131 (Haemophilus influenzae),0.119602,0,0,0,0,0,0,0
PYU1_G014386,Protein of unknown function,0.229559,0,0,0,0,0,0,0
PYU1_G014387,Similar to ima-3: Importin subunit alpha-3 (Caenorhabditis elegans),33.655585,58.224272,78.142249,28.478855,36.576804,40.345952,75.302648,116.334502
PYU1_G014388,Similar to DYNLRB2: Dynein light chain roadblock-type 2 (Bos taurus),14.313515,16.19789,25.396787,33.655213,21.900196,28.578322,14.944303,28.704532
PYU1_G014389,Similar to IQUB: IQ and ubiquitin-like domain-containing protein (Macaca fascicularis),1.353475,0.74718,2.485797,2.2514,1.686627,3.260228,2.51801,0.496171
PYU1_G014390,Similar to USP36: Ubiquitin carboxyl-terminal hydrolase 36 (Homo sapiens),14.575856,11.810864,11.665191,16.461232,21.161431,8.493235,4.801546,3.519197
PYU1_G014391,Similar to MRP7: Multidrug resistance-associated protein 7 (Arabidopsis thaliana),1.431286,3.290786,0.504204,2.436033,1.174088,0.685037,1.333962,0.775308
PYU1_G014392,Protein of unknown function,1.514111,0.983876,1.166884,1.792208,4.521169,0.911629,6.147607,1.918708
PYU1_G014393,Similar to Shpk: Sedoheptulokinase (Mus musculus),3.434081,7.903865,7.600354,4.120669,5.303035,7.999729,3.381476,6.559656
PYU1_G014394,Similar to TOP2B: DNA topoisomerase 2-beta (Gallus gallus),6.077542,21.892048,10.124965,17.210551,12.523416,12.146342,11.71884,10.099809
PYU1_G014395,Similar to EFHA2: EF-hand domain-containing family member A2 (Homo sapiens),34.48006,21.473943,47.66456,36.332498,38.602378,56.052437,33.948941,41.195297
PYU1_G014396,Protein of unknown function,7.682395,5.648899,3.528397,1.914403,10.370566,6.522403,6.142208,3.14054
PYU1_G014397,Protein of unknown function,11.514608,5.138017,7.749973,14.302189,16.636117,10.567862,8.795445,7.17308
PYU1_G014398,Protein of unknown function,2.016981,6.528007,4.11572,4.040282,3.779458,3.388035,3.385538,1.867891
PYU1_G014399,Similar to Fibp: Acidic fibroblast growth factor intracellular-binding protein (Mus musculus),3.779483,8.940057,5.601431,8.750839,5.570567,5.190543,2.78413,6.475297
PYU1_G014400,Similar to Calml3: Calmodulin-like protein 3 (Rattus norvegicus),0,0.525479,0,0.957202,0.254181,0,0,0
PYU1_G014401,Similar to RT0683: Uncharacterized protein RT0683 (Rickettsia typhi),41.17731,13.33758,24.6682,65.0535,51.986448,110.837229,34.615862,22.98005
PYU1_G014402,Protein of unknown function,111.481982,188.321987,146.52536,92.979555,96.104326,118.439305,184.784013,178.221492
PYU1_G014403,Similar to MYH11: Myosin-11 (Gallus gallus),14.607559,6.900007,18.045585,23.29383,15.401345,12.581164,23.587393,40.699996
PYU1_G014404,Similar to HRGP: Extensin (Zea mays),17.833169,57.665062,16.107087,60.935767,22.279126,13.305396,8.579591,4.578707
PYU1_G014405,Similar to YSP2: GRAM domain-containing protein YSP2 (Saccharomyces cerevisiae),25.959228,66.064793,36.020759,69.300945,79.945247,59.607458,26.930523,34.799117
PYU1_G014406,Protein of unknown function,1.642229,11.28264,4.013207,13.971464,5.419911,1.913386,3.908951,1.771586
PYU1_G014407,Similar to PEX14: Peroxisomal membrane protein PEX14 (Homo sapiens),9.595493,8.244818,6.376538,12.356503,6.635,8.938311,10.365008,4.499306
PYU1_G014408,Similar to bxdc5: Ribosome production factor 1 (Xenopus laevis),21.489637,6.685612,12.816315,14.870936,16.467684,4.26924,13.61254,5.101249
PYU1_G014409,Similar to Cytochrome c (Spinacia oleracea),891.69592,2150.519357,1461.860328,1374.954037,1703.787834,315.380541,660.447472,429.580191
PYU1_G014410,Protein of unknown function,0,0,0,0,0,0.641183,0.835655,0.595217
PYU1_G014411,Similar to nup35: Nucleoporin NUP53 (Xenopus tropicalis),16.220351,15.307357,15.948744,30.280937,21.606505,14.474522,19.110512,16.350243
PYU1_G014412,Similar to BRP44: Brain protein 44 (Homo sapiens),291.05765,197.974206,579.996431,453.440824,445.997046,446.265715,460.071732,635.395724
PYU1_G014413,Similar to YKL054C: Uncharacterized protein YKL054C (Saccharomyces cerevisiae),11.779629,19.275294,25.531814,12.680695,15.930388,24.763007,17.335899,18.122754
PYU1_G014414,Similar to Lrrc39: Leucine-rich repeat-containing protein 39 (Mus musculus),0.124484,0,0,0,0.195638,0,0,0
PYU1_G014415,Protein of unknown function,0.372366,1.209824,0.09811,0.238744,0.585206,0,0.399473,0
PYU1_G014416,Protein of unknown function,4.766282,11.069887,5.089953,7.536962,22.105195,0.320998,1.633847,0.024102
PYU1_G014417,Similar to FH20: Formin-like protein 20 (Arabidopsis thaliana),18.08448,31.712297,35.142644,20.432455,24.407809,26.347272,12.941847,26.943464
PYU1_G014418,Similar to lrrc57: Leucine-rich repeat-containing protein 57 (Danio rerio),0.379811,1.557055,0.201192,0.376604,0.400022,0,0.358395,0.020594
PYU1_G014419,Similar to SHOC2: Leucine-rich repeat protein SHOC-2 (Bos taurus),0.176195,1.085291,0.185694,0.399734,0,0.462787,0.567066,0.047518
PYU1_G014420,Similar to PIGS: GPI transamidase component PIG-S (Bos taurus),11.827463,10.833094,17.141061,22.107783,15.360507,14.792613,15.016086,19.033031
PYU1_G014421,Similar to MCA1: Metacaspase-1 (Debaryomyces hansenii),22.561982,15.032452,19.778747,18.706457,21.77601,23.723772,42.776088,30.883842
PYU1_G014422,Similar to Psenen: Gamma-secretase subunit PEN-2 (Mus musculus),95.163459,261.229764,183.719335,155.914703,170.74737,133.12945,94.670068,139.431986
PYU1_G014423,Similar to SEC13: Protein SEC13 homolog (Homo sapiens),145.348707,78.81835,382.69358,114.001454,114.079206,212.541419,178.857928,244.298315
PYU1_G014424,Protein of unknown function,130.412103,94.405675,95.66395,130.524083,173.546382,398.050914,63.359508,60.07905
PYU1_G014425,Similar to rpsI: 30S ribosomal protein S9 (Bradyrhizobium sp. (strain ORS278)),119.84272,49.037748,147.844991,132.510715,141.523927,112.750736,105.662169,140.163947
PYU1_G014426,Similar to erkA: Extracellular signal-regulated kinase 1 (Dictyostelium discoideum),14.113182,17.336872,8.439768,20.423054,19.878395,26.451164,6.708835,2.827626
PYU1_G014427,Similar to Cysteine synthase (Brassica juncea),198.382867,162.383197,446.189459,190.406406,199.6334,202.670918,213.349722,256.726932
PYU1_G014428,Similar to 73: Immediate-early protein (Saimiriine herpesvirus 2 (strain 11)),3.350309,2.197647,0.902225,4.253388,3.577755,1.040344,2.297684,0.675527
PYU1_G014429,Similar to At1g61700: DNA-directed RNA polymerases I%2C II%2C and III subunit RPABC5 (Arabidopsis thaliana),154.103494,205.464131,255.108713,209.946699,218.346816,121.176531,154.209145,125.679088
PYU1_G014430,Similar to ORC3L: Origin recognition complex subunit 3 (Homo sapiens),2.070528,1.254812,1.435642,1.260332,1.488757,1.348213,0.833836,0.950447
PYU1_G014431,Similar to CETN3: Centrin-3 (Homo sapiens),0.243988,0.792723,0,1.444007,0.613519,0,0.034355,0
PYU1_G014432,Similar to RpS17: 40S ribosomal protein S17 (Spodoptera frugiperda),4014.267634,1922.714573,4240.742223,3400.396575,3220.364406,5272.738693,6223.317416,5245.758413
PYU1_G014433,Similar to At4g28440: Uncharacterized protein At4g28440 (Arabidopsis thaliana),15.254417,12.829853,23.089025,28.364863,15.393036,28.824091,27.431548,20.628359
PYU1_G014434,Similar to ACP5: Tartrate-resistant acid phosphatase type 5 (Sus scrofa),0,1.635925,0,1.191987,2.532214,0.081385,0.081025,0.081476
PYU1_G014435,Similar to 48: Uncharacterized gene 48 protein (Saimiriine herpesvirus 2 (strain 11)),23.156316,12.512639,43.127046,44.212156,34.505647,25.314974,47.74904,54.568714
PYU1_G014436,Similar to mybI: Myb-like protein I (Dictyostelium discoideum),409.870685,342.961373,623.746554,768.915227,651.212521,295.208655,363.093089,1152.514306
PYU1_G014437,Similar to MAP3K7: Mitogen-activated protein kinase kinase kinase 7 (Bos taurus),3.205989,6.820914,3.159012,14.381548,6.905036,4.295747,1.981552,2.835596
PYU1_G014438,Similar to MM_0045: Putative ankyrin repeat protein MM_0045 (Methanosarcina mazei),15.031034,5.882394,7.841183,8.683815,7.700323,3.353183,7.19871,3.182987
PYU1_G014439,Protein of unknown function,4.269794,121.313391,2.404679,4.211688,5.480133,3.594511,8.746139,1.065166
PYU1_G014440,Similar to Krtap16-1: Keratin associated protein 16-1 (Mus musculus),3.558162,137.618566,2.146868,3.755422,5.96477,2.343621,5.100722,1.84245
PYU1_G014441,Similar to Krtap16-1: Keratin associated protein 16-1 (Mus musculus),3.558162,134.102236,1.851556,3.755422,5.452173,2.233389,4.952805,1.727297
PYU1_G014442,Protein of unknown function,3.794128,2.647451,4.389417,3.858035,4.097934,4.636096,5.035196,5.340116
PYU1_G014443,Similar to B'ETA: Serine/threonine protein phosphatase 2A 59 kDa regulatory subunit B' eta isoform (Arabidopsis thaliana),48.104203,40.969825,92.370596,67.973196,47.276733,106.682844,44.742342,93.138572
PYU1_G014444,Similar to rpsR: 30S ribosomal protein S18 (Deinococcus geothermalis (strain DSM 11300)),75.616729,22.83233,81.529022,78.787133,70.683357,52.073639,33.850255,43.684877
PYU1_G014445,Similar to NAP57: H/ACA ribonucleoprotein complex subunit 4 (Arabidopsis thaliana),85.504368,23.949345,76.019554,63.278039,61.93109,25.149302,15.955393,29.769539
PYU1_G014446,Similar to Imp3: U3 small nucleolar ribonucleoprotein protein IMP3 (Mus musculus),28.378997,12.919332,26.4542,25.993028,18.203121,17.236484,16.677422,21.028335
PYU1_G014447,Protein of unknown function,0,0,0,0,0,0,0,0
PYU1_G014448,Similar to ORF92: Uncharacterized 29.3 kDa protein (Orgyia pseudotsugata multicapsid polyhedrosis virus),0,0,0,0,0,0.082356,0,0
PYU1_G014449,Protein of unknown function,0.106745,2.427713,0.191952,0.315877,0.595545,0,0.171774,0.086365
PYU1_G014450,Protein of unknown function,0.422752,0,0,0,0.664393,0,0,0
PYU1_G014451,Protein of unknown function,0.120616,0,0,0,0.758233,0,0,0
PYU1_G014452,Protein of unknown function,0,0,0,0,0.969006,0,0,0
PYU1_G014453,Protein of unknown function,25.224274,8.444219,19.173847,9.732661,5.791338,16.666028,43.289437,19.085378
PYU1_G014454,Similar to Calsensin (Haemopis marmorata),24.607792,8.538806,14.114652,7.78596,9.077618,10.396336,22.221068,15.714955
PYU1_G014455,Similar to ALIS5: ALA-interacting subunit 5 (Arabidopsis thaliana),18.923752,6.364648,14.862929,7.928155,6.721427,9.368164,24.984565,19.04582
PYU1_G014456,Protein of unknown function,65.087678,53.908232,89.567971,51.64582,30.196649,44.087395,99.405383,83.078658
PYU1_G014457,Similar to aim38: Altered inheritance rate of mitochondria protein 38 homolog (Schizosaccharomyces pombe),215.123569,81.439858,107.844652,43.72312,70.946718,27.548625,84.69052,69.647075
PYU1_G014458,Similar to aim38: Altered inheritance rate of mitochondria protein 38 homolog (Schizosaccharomyces pombe),67.760328,23.209688,39.122801,10.13189,15.826336,5.696961,25.38117,16.894103
PYU1_G014459,Similar to Calsensin (Haemopis marmorata),2.080502,7.008828,1.199473,0.880492,1.461317,1.327088,1.28905,1.097616
PYU1_G014460,Similar to Acsl5: Long-chain-fatty-acid--CoA ligase 5 (Rattus norvegicus),1.757385,9.939243,1.421251,0.818583,2.641695,2.577527,1.20451,0.842584
PYU1_G014461,Similar to NT5E: 5'-nucleotidase (Homo sapiens),2.539655,6.51086,6.095994,2.348525,2.734661,2.650584,2.469645,4.579905
PYU1_G014462,Similar to Acsl6: Long-chain-fatty-acid--CoA ligase 6 (Rattus norvegicus),3.788239,30.678885,2.474146,3.040015,1.009078,3.400137,1.188208,2.285746
